,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
22,2020-02-04T00:00:00.000Z,180.12,180.64,176.31,177.14,36433339,175.9561091662,176.4640881622,172.2341861375,173.0449987658,36433339,0.0,1.0
23,2020-02-05T00:00:00.000Z,179.9,184.2,178.41,184.03,39186324,175.7411949756,179.9417905197,174.2856397754,179.7757204633,39186324,0.0,1.0
24,2020-02-06T00:00:00.000Z,183.63,183.82,180.06,180.97,27751381,179.3849673894,179.5705750995,175.8974962051,176.7864594482,27751381,0.0,1.0
25,2020-02-07T00:00:00.000Z,183.89,185.63,182.48,182.85,33529074,179.6389568875,181.3387327588,178.2615523021,178.6229988954,33529074,0.0,1.0
26,2020-02-10T00:00:00.000Z,188.7,188.84,183.25,183.58,35844267,184.3377626008,184.4745261767,179.0137519693,179.3361232552,35844267,0.0,1.0
27,2020-02-11T00:00:00.000Z,184.44,190.7,183.5,190.65,53159906,180.176242364,186.2915279702,179.2579726404,186.242683836,53159906,0.0,1.0
28,2020-02-12T00:00:00.000Z,184.71,185.85,181.85,185.58,47062921,180.4400006889,181.5536469495,177.6461162107,181.2898886246,47062921,0.0,1.0
29,2020-02-13T00:00:00.000Z,183.71,186.23,182.87,183.08,35295834,179.4631180042,181.9248623696,178.6425365491,178.8476819129,35295834,0.0,1.0
30,2020-02-14T00:00:00.000Z,185.35,185.41,182.65,183.25,23149516,181.0652056071,181.1238185682,178.4276223584,179.0137519693,23149516,0.0,1.0
31,2020-02-18T00:00:00.000Z,187.23,187.7,185.5,185.61,27853113,182.9017450543,183.3608799161,181.2117380098,181.3191951051,27853113,0.0,1.0
32,2020-02-19T00:00:00.000Z,187.28,188.18,186.47,188.06,29997471,183.4487993577,184.330387992,182.6553695869,184.2128428408,29997471,0.51,1.0
33,2020-02-20T00:00:00.000Z,184.42,187.25,181.1,186.95,36862376,180.6473065867,183.4194130699,177.3952240692,183.1255501919,36862376,0.0,1.0
34,2020-02-21T00:00:00.000Z,178.59,183.5,177.25,183.17,48600385,174.9365713226,179.7461270939,173.6239838005,179.422877928,48600385,0.0,1.0
35,2020-02-24T00:00:00.000Z,170.89,174.55,163.23,167.77,68311066,167.3940907852,170.9792178978,159.8907919648,164.3379168531,68311066,0.0,1.0
36,2020-02-25T00:00:00.000Z,168.07,174.84,167.65,174.2,68073295,164.6317797312,171.2632853466,164.2203717019,170.6363778733,68073295,0.0,1.0
37,2020-02-26T00:00:00.000Z,170.17,173.26,168.21,169.71,56387148,166.6888198778,169.715607522,164.768915741,166.2382301314,56387148,0.0,1.0
38,2020-02-27T00:00:00.000Z,158.18,167.03,157.98,163.32,93174906,154.9441001837,163.6130550872,154.7481915983,159.9789508282,93174906,0.0,1.0
39,2020-02-28T00:00:00.000Z,162.01,163.71,152.0,152.41,97073557,158.6957495939,160.3609725697,148.8905248952,149.2921374953,97073557,0.0,1.0
40,2020-03-02T00:00:00.000Z,172.79,172.92,162.31,165.31,71030810,169.2552223464,169.3825629269,158.989612472,161.9282412528,71030810,0.0,1.0
41,2020-03-03T00:00:00.000Z,164.51,175.0,162.26,173.8,71677019,161.1446069113,171.4200122149,158.9406353257,170.2445607026,71677019,0.0,1.0
42,2020-03-04T00:00:00.000Z,170.55,170.7,165.62,168.49,49814383,167.06104619,167.207977629,162.2318995602,165.0431877605,49814383,0.0,1.0
43,2020-03-05T00:00:00.000Z,166.27,170.87,165.69,166.05,47817251,162.8686024627,167.3744999266,162.3004675651,162.6531030188,47817251,0.0,1.0
